name,type,url,lvl,Vitality,Wisdom,Strength,Intelligence,Chance,Agility,Power,AP,MP,Range,Summon,Critical Hit,Initiative,Prospection,Lock,Dodge,AP Reduction,MP Reduction,AP Res,MP Res,Push Res.,Crit. Res,Pods,Trap Damage,%Trap Dam,Damage,Neutral Damage,Earth Damage,Fire Damage,Water Damage,Air Damage,Crit. Damage,Push Damage,Heal,Neutral Res.,Earth Res.,Fire Res.,Water Res.,Air Res.,%Neutral Res,%Earth Res,%Fire Res,%Water Res,%Air Res,Critical Hit,%Melee Res,%Range Res
Ortiz,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/7138-ortiz,125,151,21,,26,,,,,,,,,,-11,,,,,,,,,,,,5,,,,,,,,,,,,,,,,6,,6,,,
Coiffe du Royalmouth,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/11571-coiffe-royalmouth,125,151,31,,31,31,,,,,,1,2,,7,,4,,,,,,,,,,,,,7,7,,,7,,,,,7,7,,,,,,2,,
Cape Xélomorphe,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15791-cape-xelomorphe,125,151,21,,21,31,,11,,,1,,,,11,7,,,4,,,,,,,,,,,5,5,,,,7,,,,,,,,,,,,,
Ceinture Sula,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/7139-ceinture-sula,125,151,,,,31,31,,,,,,,,16,,,,,,,,,,16,16,,,,,,,,,,9,,,,,5,5,,,,,,
Xénature,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/7140-xenature,125,151,,,31,,31,,,,,,,300,16,,,,,,,,,,,,,,,,,,,,4,,,,,,4,,4,,4,,,
Ceinture du Meulou,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8266-ceinture-meulou,125,151,26,31,,,,,,,1,,,,11,,,,,,,,,,,,4,,,,,,,,,,,,,,3,,,3,-4,,,
Bouclier des Brigandins,Bouclier,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18674-bouclier-brigandins,125,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,16,,,,,,,,,,7,-9
Médaille Kido,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/7136-medaille-kido,125,101,31,,21,,,,1,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,6,,,
Ceinture du Dragoeuf,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8288-ceinture-dragoeuf,124,101,21,31,,31,,,,,,,2,101,11,,,,,,,,,301,,,3,,,,,,,,,4,4,4,4,4,,4,,,,2,,
Cape Mouthante,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12087-cape-mouthante,124,151,21,,,,,,,,1,,,,7,7,,,,,,,,,,,,,,,11,11,,,,,,,,,7,,,,,,,
Coiffe de Fraktale,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15778-coiffe-fraktale,124,201,21,21,21,,,,,,,,,,,5,,,,,5,,,,,,,7,7,7,,,,,,,,,7,7,,,,,,,,
Amulette du Dragoeuf,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8290-amulette-dragoeuf,124,71,26,,,,31,,1,,,,1,201,16,,,,,,,,,,,11,5,,,,,,,,,,,4,,,,,4,,,1,,
Kaskargo,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8824-kaskargo,123,151,26,31,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,6,,6,,6,,6,,6,,,
Ceinture du Wabbit Garou,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14502-ceinture-wabbit-garou,123,101,21,31,,,,,,,1,1,,,,,,,,5,,,,,,,,4,4,,,,7,,,,,,,,,,,4,,,,
La Feuille de Printemps,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/6461-feuille-printemps,123,41,,,,31,31,,1,,1,,,,11,,,,,,,,,,,,6,,,,,,,,,,,,,,,,3,3,,,,
Bottes Harry,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/7514-bottes-harry,123,126,16,,,,36,,,1,,,3,300,6,,,,,,,,,,,,6,,,,,,,,,,,,,,,,6,,,3,,
Bottes Xélomorphes,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15789-bottes-xelomorphes,123,101,11,,21,21,,11,,1,,1,,201,11,,,,4,,,,,,,,,,,4,4,,,,5,,,,,,,,,,,,,
Holoune,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/7141-holoune,122,201,,,31,31,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,6,6,,,4,,
Anneau du Wabbit Céphale,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14497-anneau-wabbit-cephale,122,71,,,,21,21,,,,1,,,,,,,,4,-4,,,,,,,,,,,7,7,,,7,,,,,,,,,,,,,
Bottes Animales Sombres,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/2400-bottes-animales-sombres,122,31,16,,,,,,,1,,,,,6,,,,,,,,,,,,6,,,,,,,,,,,11,11,11,3,,,,,,,
Ceinture de Fraktale,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15780-ceinture-fraktale,122,101,21,31,31,,,,,,,,,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,5,5,,,
Sandales Titude,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/7513-sandales-titude,122,151,21,,,31,31,,,1,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,,,,,
Bague Moutheuze,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12086-bague-moutheuze,121,101,16,,,31,,,,,,,4,,,,,,4,,,7,,,,,,,,,7,,,,,,,,,11,,,,,,4,,
Bottes du Wabbit Garou,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14500-bottes-wabbit-garou,121,81,,41,,,,,,1,,,,,,,,,,5,,,,,,,,6,6,,,,9,,,,,,4,,,,4,,,,,
Caracape Minotoris,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/2629-caracape-minotoris,121,,,,,,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,11,11,11,,6,6,6,6,,,
Anneau de Fraktale,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15783-anneau-fraktale,120,51,16,21,21,,,,,,,,3,,,3,,,,,5,,,,,,,3,3,3,,,,,,,,,,,,,,,,3,,
Dora Bora,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/6481-dora-bora,120,,41,61,61,,,,,,,,,,6,,,,,,,,,,,,6,,,,,,,,,,,,,,3,3,,,3,,,
Bottes de Will Killson,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14005-bottes-will-killson,120,101,16,,,,31,,,1,,,,251,11,,,,,,4,,,,,,,,,,,8,,,,,,,,11,,-7,,,7,,,
Bouclier en Slip,Bouclier,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18684-bouclier-slip,120,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,15,,,,,,,-8,6
Ceinture Corbaquiale,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/2655-ceinture-corbaquiale,120,,21,31,,,,,,,,,,181,6,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,3,,,
Bottes d'Inferno,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14002-bottes-inferno,120,101,16,,31,,,,,1,,,,251,11,,,,,4,,,,,,,,,,8,,,,,,,,11,,,,,7,-7,,,,
Bottes de Styx,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14003-bottes-styx,120,101,16,,,31,,,,1,,,,251,11,,,,4,,,,,,,,,,,,8,,,,,,,,11,,,,-7,7,,,,
Bottes de Mandrin,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14004-bottes-mandrin,120,101,16,31,,,,,,1,,,,251,11,,,4,,,,,,,,,,,8,,,,,,,,11,,,,,7,,,-7,,,
Cape du Wabbit Garou,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14501-cape-wabbit-garou,119,101,21,31,,,,,,,,,,,,,,,,5,,,,,,,,5,5,,,,7,,,,,,9,,,,7,,,,,
Alliance d'Elya Wood,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/6998-alliance-elya-wood,119,61,,,21,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,4,,8,8,,,,6,6,,,,,
Bottes du Wabbit Céphale,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14499-bottes-wabbit-cephale,119,101,21,,,21,21,,,1,1,,,,,,,,3,-4,,,,,,,,,,,,,,,,,,,,5,,,,7,,,,
Amulette du Renouveau,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/6443-amulette-renouveau,118,41,31,31,,,,,1,,1,,,,11,,,,,,,,,,,,6,,,,,,,,,,,,,,,3,,,,,,
Solomonk,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/7143-solomonk,118,201,,31,,,31,16,,,,,5,300,,,,,,,,,,,21,,6,,,,,,,,,,,,,,,,,,,5,,
Bottes du Royalmouth,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/11582-bottes-royalmouth,118,101,21,,31,31,,,,1,,,,,7,,4,,,,,,,,,,,,,6,6,,,7,6,6,,,,6,,,,,,,,
Bottes du Pounicheur,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/17593-bottes-pounicheur,118,151,16,,41,,,11,,1,1,,,201,,,5,,,,,,,,,,,,,7,,,,,7,,,,,,,,,,,,,
Anneau Xélomorphe,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15784-anneau-xelomorphe,117,51,16,,31,21,,,,,,1,,,,,,,4,,,,,,,,,,,4,4,,,,5,,,,,,,,,,,,,
Ceinture de l'Amant d'Ha,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/6450-ceinture-amant,117,71,31,,,,,,,,,,,,9,,,,,,,,,,,,6,,,,,,,,,,,6,6,6,,4,4,4,,,,
Krokop,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/6989-krokop,117,151,,,31,,31,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,6,6,,,
Scalp du Pounicheur,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/17595-scalp-pounicheur,117,201,21,31,31,,,11,,,,,,,,,5,4,,,,,,,,,,4,4,4,,,,,7,,,,,,,,,,,,,
Koloss,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/7151-koloss,116,151,,31,,,31,,,,,,,,16,,,,,,,,,,11,11,,,,,,,,,,,,,,,,6,,,6,,,
Amulette du Wabbit Céphale,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14498-amulette-wabbit-cephale,116,101,21,,,31,31,,1,,,,,,,,,,4,-6,,,,,,,,,,,7,7,,,,,,,,,,,,,,,,
Sandales Humeuses,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/7215-sandales-humeuses,116,101,21,,,31,,,,1,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,,,
Kanistère,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/7152-kanistere,115,201,,,,,,,,,,,5,1500,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,5,,
Anneau Skargo,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8865-anneau-skargo,115,81,,,,26,,,,,,,2,,6,,,,,,,,,,,,4,,,,,,,,,,,,5,,,,,5,,2,,
Bouclier Terrdala,Bouclier,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18663-bouclier-terrdala,115,,,,,,,,,,,,,,,9,,,,,,,16,,,,,,,,,,,,,,,,,,,7,,,,,6,-8
Ceinture du Pounicheur,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/17594-ceinture-pounicheur,114,151,16,31,,,,11,,,1,1,,,,,7,2,,,,,,301,,,,7,7,,,,,,4,,,,,,,,,,,,,
Abracaska Ancestral,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8463-abracaska-ancestral,114,151,26,26,,31,,6,,,,,,,6,,,,,,,,,,,,5,,,,,,,,,,,,,,,,5,,,,,
Ceinture Abdominable,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12775-ceinture-abdominable,114,81,16,,31,,,,,,,1,2,,7,3,,-3,,,,,8,,,,,4,,4,4,,,,,,,,,8,,3,,3,,2,,
Bague des Ecaflipuces,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/17596-bague-ecaflipuces,114,71,16,,21,,21,,,,,,,,,2,,,,,,,,,,,,,,4,,4,,,,,,,,,,4,,,,,,
Collier des Ecaflipuces,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/17597-collier-ecaflipuces,114,91,26,,21,,31,,1,,,,,,,3,,,,,,,,,,,,,,5,,5,,,,,,,,,,,,5,,,,
Bottes du Minotoror,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8276-bottes-minotoror,113,101,21,,,,,,,1,,2,,,11,,,,,,,,,,,,,,,,,,,,3,4,4,,,,,,,3,,,,
Phalène,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/6990-phalene,113,101,21,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,6,6,,,
Anneau Ancestral,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8466-anneau-ancestral,113,81,26,21,,26,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,4,,,,
Abracapa Ancestrale,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8464-abracapa-ancestrale,112,51,16,21,,26,,6,,,,,,101,6,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,6,6,,,
Cape des Ecaflipuces,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/17598-cape-ecaflipuces,112,151,16,,31,,21,,,,1,,,,,3,,,,3,,,,,,,,,,5,,5,,,,5,5,,5,,,,,,,,,
Collier du Minotoror,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8268-collier-minotoror,111,151,21,,,,,,1,,,2,,,11,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,
La Bekille,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/7150-bekille,111,151,,,31,,31,,,,,,4,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,5,,5,,4,,
Abrature Ancestrale,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8468-abrature-ancestrale,111,101,11,21,,31,,,,,,,3,,11,,,,,,,,,,,,4,,,,,,,,,4,4,4,4,4,,,,,,3,,
Puissante Cape Fulgurante,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8866-puissante-cape-fulgurante,110,31,31,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
Casque de Flèche Mauve,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15012-casque-fleche-mauve,110,201,,,,,,,,,1,,4,,,,9,,,,7,,,,,,,,,,,,,,11,,,,,,,,,5,,4,,
Dofus Pourpre,Dofus,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/694-dofus-pourpre,110,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coiffe du Bimd'Oule,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/7516-coiffe-bimd-oule,110,101,,,,26,26,16,,,,1,2,201,16,,,,,,,,,,,,,,,,,,8,,,,,5,,,,,5,,,2,,
Protège-Tibias Ancestraux,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8467-protege-tibias-ancestraux,110,81,26,21,,31,,,,1,,,,,11,,,,,,,,,,,,4,,,,,,,,,,,5,,,,,,,,,,
Bouclier d'Asse,Bouclier,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18683-bouclier-asse,110,,,,,,,,,,,,4,,,9,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,4,,-8
Torque Ancestral,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8465-torque-ancestral,110,51,11,21,,26,,,1,,,,,,6,,,,,,,,,,,,4,,,,,,,,,,,5,,,,,6,,,,,
Dotruche,Dofus,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15235-dotruche,110,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape de Flèche Mauve,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15013-cape-fleche-mauve,109,251,21,,,,,,,,,1,,,11,,7,,,,5,,,,,,,,,,,,,,9,,,,,,,5,,,,,,
Ceinture du Minotoror,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8282-ceinture-minotoror,109,131,26,,,,,,,,,2,,,11,,,,,,,,,,,,,,,,,,,,5,,,6,,6,,,,,,,,
Blémiche,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/7144-blemiche,108,101,21,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,,
Anneau du Dragon Cochon,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8271-anneau-dragon-cochon,108,51,16,21,,21,21,3,,,,,3,101,6,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,3,,
Cape du Minotoror,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8279-cape-minotoror,107,121,21,,,,,,,,,3,,,6,,,,,,,,,,,,,,,,,,,,4,,,,,,6,,,,,,,
Raquettes Dugraal,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12774-raquettes-dugraal,107,71,16,31,,,31,,,1,,,2,,7,,,,,,3,7,,,,,,4,4,,,4,,,,6,,,6,,,,,,,2,,
Amulette du Krokilleur,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12407-amulette-krokilleur,107,51,16,31,,,,11,1,,,,1,,,,,,2,,,,,,,,,3,3,,,,,7,,,,,,,,,,4,4,1,,
Ceintrouille,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13328-ceintrouille,106,61,21,,21,31,,,,,,,3,101,6,,,,,2,,,,,,,,,,3,4,,,7,,,,,,6,,,4,,,3,,
Coiffe du Gaddie,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/7145-coiffe-gaddie,106,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,6,,,6,,,,
Araknacoiffe Velue,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13480-araknacoiffe-velue,106,101,21,,,,,21,,,-1,,,201,7,,4,,,,,7,,,,,,,,,,,7,,,,,,,,,,,,,,,
Insigne de Keukeuf,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14810-insigne-keukeuf,106,151,21,,,,,,1,,,,,,,5,,,,,4,7,7,,,,,,,,,,,,,,,,,,,,,,7,,,
Ouassulette,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8874-ouassulette,105,41,21,,26,,21,,1,,,,,,11,,,,,,,,,,,,,,,,,,,,4,,,6,,,,,,,,,,
Cape Houte,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/6995-cape-houte,105,71,16,,26,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,6,,,6,,6,,,,,,,,
Cape du Rat Noir,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8443-cape-rat-noir,105,41,11,,,,31,,,,,,,,,,,,,,,,,,6,11,4,,,,,,,,,,,,,,4,,,,,,,
Casque du Berserkoffre,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15212-casque-berserkoffre,105,101,21,,31,,31,,,,,,2,,,5,,,,,,,,,,,,,,5,,5,,,4,,,,,,,,,,,2,,
Le Karde Cœur,Bouclier,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/18673-karde-coeur,105,,,,,,,,,,,,,,,,9,,5,,,,16,,,,,,,,,,,,,,,,,,,,,,,,-7,
Coiffe du Rat Blanc,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8451-coiffe-rat-blanc,105,51,11,16,,,26,6,,,,,2,101,,,,,,,,,,,,,4,,,,,,,,,,,4,,,,,,,,2,,
Ceinture du Krokilleur,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12415-ceinture-krokilleur,104,61,16,31,,,,,,,1,1,,,7,3,,,2,,,,,,,,,4,4,,,,,,,,4,,,4,,,4,,,,,
Cape Précieuse,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15207-cape-precieuse,104,51,16,21,,21,,,,,,,2,,,,7,,,,,,,,,,,4,4,,4,,,,,,,,,,,,4,,4,2,,
Fourbabottes,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/6744-fourbabottes,104,71,,,36,,26,,,1,,,2,,,,,,,,,,,,,,,,,4,,4,,,,,,,,,,,,5,,2,,
Capuche de la Ouassingue,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8845-capuche-ouassingue,104,71,21,,26,,16,,,,,,,,,,,,,,,,,,,,4,,,,,,,,4,,,,,,6,,,,,,,
Chapitrouille,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13326-chapitrouille,104,71,16,,21,31,,,,,,,2,,,,2,,2,,,7,,,,,,,,4,4,,,,4,,,,,5,4,,,,,2,,
Fourballiance,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/6743-fourballiance,104,71,11,21,,21,,,,,,,,,,,,,,,,,,,,,,3,3,,3,,,,,5,,5,,5,,,,,,,,
Bracelet Tmotiv,Anneau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14581-bracelet-tmotiv,104,81,,,,,,21,,,,,3,,,,,,,,,,,,,,,,4,4,4,4,,,,,,,,,,,,,,3,,
Chapeau du Mineur Sombre,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/6477-chapeau-mineur-sombre,103,,21,,,31,,,,,1,,,,6,,,,,,,,,,,,3,,,,,,,,,,,,,,,3,3,3,,,,
Bottes du Gorgouille,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12373-bottes-gorgouille,103,41,16,26,26,,,,,1,,,1,,,,,,,2,,,,,,,,3,3,3,,,,6,,6,,,,,,3,3,,,1,,
Fourbamulette,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/6742-fourbamulette,103,71,11,21,,21,,,1,,,,3,,,,,,,,,,,,,,,4,4,,4,,,,,,,,,,5,,,,,3,,
Cape du Dragon Cochon,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8281-cape-dragon-cochon,103,81,,,,26,,,,,,,,,11,,,,,,,,,,,,4,,,,,,,,,4,4,4,4,4,,,4,,4,,,
Ceinture Fourbissante,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/6745-ceinture-fourbissante,103,91,21,26,,36,,,,,,,3,,,3,,,,,,,,,,,,4,4,,4,,,,,,,,,,,,,,5,3,,
Collier du Rat Noir,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8445-collier-rat-noir,103,41,16,,,,26,,1,,,,,,,,,,,,,,,,6,16,,,,,,,,,,,,4,,,,,,,,,,
Cape de Moon,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/17093-cape-moon,103,101,16,,31,,,,,,,,3,201,,,3,,,,3,,,,,,,,,5,,,,,,,,,7,,,,,5,,3,,
Coiffe du Muloubar,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/19090-coiffe-muloubar,103,101,16,31,,,31,,,,,,,,,5,,,,,,,,,,,,4,4,,,4,,11,,,,,,,,,5,,,,,
Masque du Rat Noir,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8442-masque-rat-noir,102,51,16,,,,26,6,,,,,3,,,,,,,,,,,,6,16,,,,,,,,,,,4,,,4,,,,,,3,,
Scaramouchapeau,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14583-scaramouchapeau,102,,16,,,51,,,,,1,,,,,7,,,,,,7,,,,,,,,,5,,,,,,,,,,,5,5,,,,,
Collier du Rat Blanc,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8453-collier-rat-blanc,102,31,11,16,,,26,,1,,,,,200,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
Ceinture du Rat Blanc,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8455-ceinture-rat-blanc,102,51,,16,,,26,,,,,,3,,6,,,,,,,,,,,,3,,,,,,,,,,,,,,,4,,,,3,,
Amulette de Moon,Amulette,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/17094-amulette-moon,102,91,,,26,,,,1,,,1,,,,,3,,,,3,,,,,,,,,5,,,7,,,,,,5,,,,,5,,,,
Cape du Rat Blanc,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8452-cape-rat-blanc,102,41,11,21,,,26,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,4,,,4,,,,,
Bottes du Berserkoffre,Bottes,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15215-bottes-berserkoffre,102,51,16,,31,,31,,,1,,1,2,,,5,,,,,,,,,,,,,,4,,4,,,,,,,,,,,,,,2,,
Masque Iproquo,Chapeau,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14579-masque-iproquo,102,101,,,,31,31,,,,1,,3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,4,4,,,3,,
Cape du Krokilleur,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/12413-cape-krokilleur,101,81,16,31,,,,,,,,,2,,7,4,,,,,,,4,,,,,4,4,,,,,,,4,,,4,,,4,,,,2,,
Capitrouille,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/13327-capitrouille,101,81,16,,31,31,,,,,1,1,,,7,,,,,2,,,6,,,,,,,3,3,,,,,,4,,4,,,,,,,,,
Ceinture Hétorique,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/14580-ceinture-hetorique,101,101,11,31,31,,,,,,,,,,,,,,,3,,,,,,,,,,,,,7,,,,,,,,,,,4,4,,,
Ceinture Précieuse,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/15208-ceinture-precieuse,101,101,,31,,31,,,,,2,,,,11,,,,,,,,,,,,,4,4,,4,,,,,,,,,,,,,,5,,,
Fourbacapa,Cape,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/6763-fourbacapa,101,91,21,,26,,36,,,,,1,,,,4,,,,,,,,,,,,,,4,,4,,,,,,,,,,5,,,,,,
Ceinture du Rat Noir,Ceinture,https://www.dofus.com/fr/mmorpg/encyclopedie/equipements/8447-ceinture-rat-noir,101,41,11,,,,31,,,,1,,3,101,,,,,,,,,,,6,16,,,,,,,,,,,,,,,4,,,,,3,,
